home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-opposition-shots,home-shots-on-target,home-opposition-shots-on-target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-opposition-shots,away-shots-on-target,away-opposition-shots-on-target,result,odds-home,odds-draw,odds-away
3,3,4,7,10,96,155,51,81,1,3,6,7,19,137,124,72,66,1,2.25,3.4,3.2
2,1,7,6,19,135,119,59,64,3,4,3,9,12,113,123,51,68,1,2.1,3.4,3.5
2,4,4,12,19,113,117,59,71,3,1,6,7,18,134,120,61,63,2,1.67,3.6,5.5
3,2,5,8,16,99,128,59,67,5,0,5,13,14,129,144,70,76,2,3.6,3.25,2.1
1,5,4,11,13,114,169,61,76,1,1,8,6,18,107,130,56,71,2,2.25,3.25,3.25
8,1,1,20,8,171,95,82,50,0,3,7,5,14,113,126,49,56,1,1.17,6.5,21.0
5,3,2,19,9,126,119,72,60,7,2,1,27,11,156,107,92,57,2,3.2,3.25,2.3
3,3,4,8,12,114,126,50,67,6,1,3,14,9,113,131,62,71,2,2.63,3.2,2.75
6,1,3,12,12,108,126,66,67,9,1,0,32,7,184,76,97,45,1,3.2,3.25,2.3
2,1,7,6,16,120,132,66,69,8,1,1,21,9,179,96,88,50,2,6.5,4.0,1.53
0,2,8,5,15,111,143,50,65,6,1,3,12,12,115,121,68,65,2,3.75,3.5,2.0
8,1,1,29,8,181,79,94,47,6,1,3,12,8,102,112,43,54,1,1.25,5.5,13.0
7,2,1,29,12,153,108,89,59,2,2,6,6,13,116,130,45,72,1,1.17,7.0,19.0
0,2,8,6,19,112,145,55,71,1,5,4,10,11,111,175,55,81,1,2.6,3.25,2.8
2,1,7,7,18,118,134,64,68,3,2,5,8,14,109,118,65,60,1,2.1,3.25,3.75
2,1,7,6,18,141,125,62,66,8,1,1,17,5,172,98,92,52,2,6.5,4.0,1.53
6,1,3,12,8,108,133,57,66,9,1,0,24,9,184,92,88,49,2,6.5,3.8,1.57
4,2,4,10,11,109,163,64,86,6,1,3,16,13,125,115,76,63,2,3.1,3.25,2.38
8,1,1,28,8,185,79,100,46,2,4,4,11,19,113,121,59,69,2,1.44,4.2,8.0
3,1,6,8,15,112,120,59,63,4,1,5,10,12,120,165,70,85,0,2.2,3.3,3.5
1,4,5,9,11,117,176,54,82,7,1,2,28,11,187,83,102,49,2,7.0,4.0,1.53
8,1,1,20,4,170,102,97,52,7,2,1,30,12,157,106,95,55,1,2.2,3.3,3.5
4,2,4,9,12,102,109,39,56,3,1,6,9,17,112,136,60,62,1,2.38,3.25,3.2
3,4,3,14,15,114,128,59,74,5,1,4,10,10,97,132,52,62,1,1.73,3.6,5.25
4,3,3,16,13,129,116,73,57,2,1,7,6,19,143,127,61,69,1,1.73,3.6,5.25
2,1,7,5,15,111,137,45,81,6,0,4,15,13,129,147,73,76,2,6.5,3.8,1.57
7,0,3,16,11,132,141,77,73,6,2,2,29,14,149,107,89,55,1,2.88,3.25,2.5
1,1,8,4,16,102,144,41,88,0,4,6,7,13,109,183,50,92,2,2.6,3.2,2.8
5,1,4,9,11,98,110,40,60,9,1,0,23,6,187,79,90,40,2,9.0,4.5,1.4
3,1,6,8,16,109,131,59,61,1,2,7,7,17,108,167,57,87,1,1.75,3.5,5.0
7,1,2,18,13,139,124,88,65,8,1,1,20,5,160,106,87,54,2,3.1,3.4,2.3
2,1,7,6,17,144,138,63,75,3,2,5,8,12,115,170,64,85,1,2.3,3.25,3.25
5,1,4,10,11,100,122,54,56,4,3,3,14,14,141,114,77,56,1,2.6,3.2,2.8
5,2,3,27,17,153,106,90,56,3,1,6,7,15,139,136,61,72,1,1.25,5.5,13.0
5,3,2,12,9,112,121,52,69,1,1,8,6,17,118,138,51,80,1,1.4,4.2,10.0
1,4,5,7,11,109,184,50,94,4,1,5,9,13,96,125,40,69,0,2.1,3.25,3.75
3,2,5,8,12,119,168,63,82,8,0,2,27,9,196,82,105,48,2,6.5,4.0,1.53
10,0,0,25,7,187,69,94,37,6,1,3,18,16,128,133,77,75,1,1.5,4.0,7.0
4,2,4,12,13,137,113,77,56,3,2,5,9,11,126,109,67,58,1,1.8,3.3,5.0
8,1,1,18,4,156,111,86,57,8,0,2,19,10,129,145,78,71,1,1.57,4.0,6.0
3,2,5,9,13,130,121,70,67,6,2,2,13,8,102,120,50,72,1,3.1,3.25,2.38
5,0,5,10,13,91,109,46,47,6,1,3,27,13,168,92,97,46,2,6.5,4.0,1.53
8,0,2,27,10,194,83,112,48,1,2,7,7,18,110,159,65,88,1,1.14,7.5,23.0
1,0,9,6,19,120,132,56,77,5,1,4,15,13,141,102,83,54,2,4.2,3.4,1.91
4,2,4,10,13,97,126,44,67,8,1,1,20,7,164,110,93,58,2,8.5,4.5,1.4
3,0,7,7,19,131,149,59,81,10,0,0,27,7,192,70,101,35,1,10.0,5.0,1.33
7,0,3,18,12,121,140,73,65,3,1,6,9,14,109,170,59,90,1,1.44,4.33,7.5
2,4,4,9,11,116,172,52,90,6,1,3,20,14,133,137,80,76,0,3.8,3.6,1.95
1,2,7,8,23,108,169,63,94,4,0,6,9,17,135,151,64,79,1,2.88,3.3,2.5
8,1,1,20,7,162,101,93,54,4,1,5,17,17,109,124,64,60,0,1.2,6.5,15.0
6,1,3,26,13,167,105,90,54,3,2,5,9,14,131,114,69,64,1,1.2,6.5,15.0
9,0,1,25,9,193,77,104,41,8,0,2,30,11,191,87,115,48,1,2.1,3.3,3.6
6,1,3,15,11,141,102,87,56,4,2,4,10,14,86,132,38,71,0,1.57,4.0,6.0
3,1,6,10,16,113,170,61,94,4,0,6,9,14,99,114,51,49,0,2.2,3.25,3.4
6,1,3,13,9,98,126,49,73,7,0,3,19,12,125,140,75,69,0,2.75,3.25,2.63
5,2,3,13,10,98,126,47,75,9,0,1,23,8,189,74,104,37,1,4.5,3.6,1.8
7,2,1,20,8,161,92,93,52,2,4,4,11,13,118,173,59,92,1,1.2,5.5,13.0
2,0,8,7,15,129,132,68,75,6,1,3,22,16,146,136,87,80,2,4.5,3.5,1.83
3,3,4,9,14,84,142,42,83,2,2,6,11,18,126,167,68,93,1,2.1,3.3,3.6
4,1,5,19,19,98,133,63,65,7,0,3,27,13,187,91,109,53,1,4.2,3.4,1.91
4,0,6,9,17,135,144,64,76,6,1,3,17,12,125,136,75,66,0,5.0,3.6,1.73
4,1,5,10,13,101,121,54,54,2,2,6,9,22,105,172,64,97,1,1.67,3.6,5.5
8,0,2,22,10,189,73,105,37,3,2,5,11,19,126,131,67,76,1,1.2,6.5,15.0
2,1,7,8,23,90,173,54,99,1,0,9,5,16,143,121,77,70,0,2.6,3.2,2.8
6,1,3,22,16,144,150,87,90,3,3,4,9,15,82,146,38,91,2,1.44,4.33,7.5
2,3,5,12,15,125,171,62,95,5,2,3,15,13,155,110,96,63,1,2.63,3.25,2.75
6,0,4,25,14,186,92,105,53,8,1,1,22,9,163,93,95,48,1,3.0,3.25,2.4
6,2,2,18,11,119,134,74,66,4,1,5,9,12,103,119,54,54,0,1.44,4.2,8.0
2,2,6,12,17,130,162,76,88,7,1,2,31,12,181,87,104,51,0,7.0,4.2,1.5
7,1,2,33,14,182,91,103,55,6,1,3,21,14,158,138,95,83,1,1.57,4.0,6.0
3,2,5,14,16,121,168,61,95,8,0,2,24,8,201,70,111,32,2,9.0,4.33,1.4
4,0,6,10,22,90,162,51,95,2,2,6,8,22,85,169,49,96,1,1.91,3.4,4.2
4,2,4,14,15,154,114,99,68,6,2,2,14,8,102,130,52,75,0,2.5,3.25,2.88
3,2,5,10,14,102,127,54,55,6,0,4,24,13,177,91,102,54,1,4.2,3.4,1.91
7,1,2,21,11,158,92,95,46,3,2,5,11,22,123,136,64,79,1,1.17,7.0,19.0
1,1,8,5,15,142,109,76,63,4,1,5,12,17,134,139,66,78,1,2.38,3.3,3.0
4,3,3,9,11,87,144,39,92,2,3,5,9,16,129,118,68,73,0,1.91,3.4,4.2
5,1,4,18,15,97,144,60,71,2,3,5,13,16,137,159,82,89,0,2.0,3.3,4.0
3,1,6,8,12,103,155,64,89,6,3,1,19,11,130,134,78,67,0,4.33,3.6,1.83
1,4,5,13,17,138,159,83,90,5,3,2,14,9,100,131,55,76,1,2.75,3.3,2.63
5,3,2,15,9,102,131,60,76,3,2,5,14,19,128,175,63,100,1,1.8,3.5,4.75
3,1,6,11,24,115,143,60,85,2,1,7,9,14,147,108,83,63,1,2.1,3.4,3.6
5,4,1,18,11,124,133,72,67,5,0,5,12,20,92,158,51,96,0,1.33,4.75,11.0
5,1,4,19,16,148,150,89,92,4,2,4,19,17,94,148,54,77,1,1.57,3.75,6.5
2,4,4,11,16,121,112,64,65,7,1,2,32,13,176,95,104,59,2,9.0,4.75,1.36
8,0,2,26,7,202,78,116,35,7,1,2,22,11,152,88,89,43,1,2.0,3.25,4.0
2,2,6,7,22,86,154,52,89,3,4,3,9,13,85,146,39,94,1,2.75,3.3,2.6
1,4,5,13,18,136,153,77,89,3,3,4,13,16,150,117,93,72,2,2.4,3.3,3.0
3,1,6,10,21,128,149,62,84,4,2,4,13,13,102,120,56,48,0,2.25,3.2,3.4
6,0,4,24,14,177,84,102,49,3,2,5,8,11,104,143,64,78,0,1.36,4.5,10.0
2,3,5,9,13,100,161,61,88,3,3,4,13,14,100,123,56,56,1,2.5,3.2,2.9
4,1,5,14,23,90,153,53,95,5,3,2,17,9,114,123,69,73,0,3.4,3.3,2.2
8,0,2,24,6,194,95,116,42,1,4,5,11,20,120,105,67,66,1,1.17,7.0,19.0
3,2,5,8,18,93,143,53,81,1,4,5,13,18,135,145,76,85,0,2.88,3.25,2.5
5,1,4,22,16,186,83,103,48,4,5,1,19,14,129,122,75,62,0,1.91,3.4,4.2
7,1,2,22,11,155,92,90,50,4,3,3,14,11,151,118,94,70,1,1.4,4.5,9.0
4,2,4,18,16,104,138,57,76,7,1,2,30,13,172,95,101,60,1,6.0,3.75,1.62
3,2,5,15,23,130,174,69,100,4,1,5,14,23,108,144,57,83,2,2.25,3.2,3.4
3,4,3,10,11,86,144,40,89,2,1,7,10,16,147,109,82,64,1,2.1,3.4,3.5
5,1,4,16,15,140,155,85,91,3,2,5,11,21,129,147,69,84,1,1.44,4.33,8.0
3,3,4,13,13,108,114,60,54,5,1,4,15,21,105,151,63,86,1,2.1,3.3,3.6
2,3,5,10,21,93,139,56,81,4,3,3,14,13,145,128,88,77,1,3.5,3.3,2.15
4,4,2,16,10,115,128,71,76,5,1,4,23,15,151,149,91,88,0,2.5,3.25,2.88
5,0,5,15,24,93,148,57,85,4,3,3,11,11,82,150,40,90,0,1.91,3.4,4.2
4,3,3,16,11,110,112,61,53,3,2,5,15,24,125,177,67,106,0,1.91,3.5,4.2
3,6,1,20,16,122,122,70,66,3,2,5,12,22,96,120,59,67,0,1.29,5.5,11.0
2,1,7,9,13,152,99,85,51,7,1,2,20,11,157,87,88,48,2,10.0,4.5,1.36
1,4,5,16,21,140,138,81,84,3,2,5,14,24,93,146,55,90,1,1.8,3.6,4.5
3,2,5,12,25,124,159,67,87,4,2,4,17,15,101,129,53,74,1,2.4,3.4,2.9
6,1,3,26,13,162,91,88,57,8,0,2,26,6,205,95,126,44,2,2.7,3.2,2.7
3,3,4,14,15,124,124,77,77,5,2,3,23,15,175,85,97,50,2,3.5,3.4,2.1
1,4,5,11,23,114,112,68,69,3,2,5,10,13,95,160,57,90,2,2.4,3.2,3.1
6,1,3,25,14,158,88,88,58,3,4,3,10,11,76,152,37,88,1,1.29,5.0,13.0
3,5,2,16,11,115,140,70,86,3,3,4,12,19,98,130,57,70,1,1.44,4.33,7.5
4,1,5,12,23,91,146,51,84,5,2,3,22,13,158,89,90,53,0,5.25,3.8,1.67
2,7,1,20,17,127,119,69,63,8,0,2,26,6,185,97,114,47,1,4.2,3.4,1.91
2,1,7,10,16,161,99,91,51,3,2,5,17,26,106,128,65,78,1,1.91,3.4,4.2
2,4,4,21,23,137,142,81,88,7,1,2,22,11,159,98,92,57,2,8.0,4.2,1.44
4,2,4,12,23,128,142,70,77,4,2,4,10,11,97,148,58,78,2,2.1,3.3,3.6
1,3,6,10,23,98,120,53,72,3,3,4,14,22,121,163,64,99,1,2.38,3.25,3.1
3,3,4,13,15,130,119,79,76,4,2,4,22,15,154,150,94,86,0,2.88,3.25,2.5
3,4,3,15,11,108,110,60,49,4,2,4,17,15,101,132,51,77,1,2.1,3.3,3.6
5,2,3,13,12,96,154,60,80,2,4,4,19,24,140,141,83,84,1,2.1,3.3,3.6
2,3,5,12,22,124,154,68,99,2,7,1,18,16,130,110,71,60,0,4.5,3.6,1.8
3,2,5,17,24,114,110,70,66,4,4,2,15,9,121,106,64,50,0,2.63,3.25,2.75
7,0,3,25,7,177,106,110,53,2,4,4,12,17,127,131,74,83,0,1.25,5.5,15.0
3,3,4,12,21,87,129,47,67,4,2,4,12,20,93,143,50,84,0,2.8,3.25,2.6
7,1,2,23,10,160,98,90,57,3,5,2,17,11,121,128,71,75,2,1.5,4.2,7.0
3,4,3,9,11,77,146,39,86,3,2,5,13,26,134,140,71,81,0,2.1,3.3,3.6
3,2,5,13,15,102,142,52,77,3,1,6,10,13,149,99,84,53,0,1.8,3.5,4.75
4,3,3,23,14,162,148,98,79,2,3,5,11,21,101,124,59,72,2,1.25,5.75,13.0
4,3,3,18,13,146,92,85,53,7,1,2,25,10,151,83,87,56,2,2.2,3.3,3.4
5,2,3,13,12,98,152,60,76,3,3,4,10,19,92,142,52,86,1,2.2,3.25,3.4
2,3,5,14,24,125,158,71,99,2,4,4,18,22,142,137,82,81,1,2.25,3.3,3.25
6,1,3,19,8,155,96,88,56,2,3,5,10,20,92,139,58,81,1,1.17,7.0,19.0
3,3,4,13,13,110,141,56,80,4,5,1,17,9,119,129,71,77,2,2.88,3.3,2.5
2,3,5,15,24,114,114,75,67,7,1,2,23,11,135,81,81,54,0,7.0,4.2,1.5
6,1,3,25,10,177,107,108,56,3,2,5,11,12,141,108,78,57,1,1.14,8.0,19.0
3,3,4,16,13,133,91,73,53,3,3,4,15,24,137,131,74,75,1,1.33,4.75,11.0
4,3,3,23,12,171,126,104,67,2,8,0,18,15,134,101,71,57,1,2.25,3.3,3.25
6,2,2,23,12,138,71,86,45,3,4,3,11,15,89,121,51,62,1,1.22,6.0,15.0
5,4,1,18,8,118,135,69,75,3,4,3,10,12,81,146,38,89,1,1.4,4.33,9.0
3,3,4,9,15,93,131,49,74,4,3,3,21,12,172,125,99,65,2,3.3,3.4,2.2
4,5,1,16,9,115,102,58,54,6,1,3,20,8,154,98,90,56,1,6.5,4.0,1.57
1,8,1,15,17,123,108,64,56,2,3,5,8,13,115,137,53,73,1,1.53,4.0,7.0
3,2,5,12,13,132,117,69,57,3,3,4,12,13,123,92,66,55,1,5.5,4.0,1.62
1,5,4,14,20,125,140,73,84,6,2,2,14,11,99,150,60,76,0,1.83,3.5,4.5
2,3,5,17,23,131,150,78,87,7,1,2,26,8,184,99,108,50,0,8.5,4.5,1.4
2,3,5,8,18,81,141,48,82,2,4,4,16,20,112,113,71,64,1,2.1,3.3,3.6
6,3,1,14,10,91,154,55,70,6,2,2,25,9,192,93,106,52,0,6.5,3.8,1.57
1,4,5,14,21,107,115,64,70,2,3,5,15,24,138,155,79,99,0,2.38,3.3,3.0
5,4,1,17,7,115,98,59,48,5,2,3,21,10,162,126,92,65,0,2.8,3.4,2.5
3,3,4,12,13,118,94,66,53,3,3,4,10,17,82,139,55,80,1,1.29,5.5,11.0
2,7,1,18,19,125,103,62,55,3,4,3,10,11,92,150,42,90,1,1.44,4.33,7.5
2,2,6,9,15,118,131,55,69,1,5,4,14,20,120,134,63,79,0,2.38,3.3,3.0
2,4,4,17,22,125,159,72,89,3,2,5,13,13,134,113,67,55,1,2.1,3.3,3.6
2,3,5,13,25,130,129,70,74,2,3,5,6,15,94,129,52,71,0,2.3,3.25,3.2
6,2,2,20,10,132,70,77,40,5,4,1,17,7,128,127,72,67,1,1.73,3.5,5.0
2,4,4,9,17,84,126,47,66,6,0,4,18,9,153,104,85,60,2,8.0,4.2,1.4
2,4,4,7,11,97,117,53,64,1,3,6,9,16,115,128,54,67,0,2.1,3.3,3.6
6,3,1,24,7,198,97,105,51,4,5,1,15,7,113,99,54,47,1,1.36,4.5,10.0
1,5,4,14,20,119,132,62,79,1,5,4,13,19,113,114,66,69,1,1.57,3.8,6.5
3,3,4,9,12,91,138,39,79,6,4,0,13,7,99,161,57,70,2,2.4,3.25,3.0
4,3,3,19,9,159,118,89,58,3,3,4,17,20,123,155,68,86,1,1.44,4.2,8.0
3,2,5,9,18,76,140,51,85,3,6,1,19,18,132,97,64,51,2,4.5,3.6,1.8
5,3,2,16,9,123,138,67,75,4,3,3,14,12,117,87,70,48,2,2.8,3.25,2.6
2,3,5,14,23,137,153,75,97,2,4,4,10,18,91,128,51,66,0,1.8,3.6,4.75
6,0,4,19,9,159,101,89,59,2,4,4,13,24,131,126,73,71,1,1.2,6.5,15.0
3,2,5,12,13,122,117,61,56,6,2,2,20,9,131,74,77,41,2,6.5,4.0,1.53
2,3,5,7,12,92,135,41,73,4,4,2,14,7,105,97,52,51,1,2.63,3.25,2.75
7,1,2,22,8,130,69,77,38,2,5,3,14,17,126,132,66,80,0,1.4,4.5,8.5
6,4,0,12,6,89,159,49,70,7,0,3,24,7,175,101,100,59,0,6.5,3.6,1.62
4,5,1,20,16,124,97,62,52,2,5,3,9,11,116,110,63,61,1,1.44,4.33,8.0
6,3,1,21,8,190,95,101,52,1,4,5,10,16,114,130,56,65,1,1.22,6.0,15.0
2,5,3,15,18,126,125,67,77,5,4,1,24,17,122,98,62,51,1,2.88,3.25,2.5
6,1,3,23,8,169,105,99,63,1,5,4,12,18,113,125,66,77,1,1.17,7.0,17.0
2,3,5,9,14,95,127,48,68,4,3,3,13,12,118,91,73,50,0,3.5,3.2,2.2
5,3,2,21,8,158,113,86,58,2,4,4,12,20,96,136,55,70,0,1.25,6.0,11.0
3,1,6,8,20,79,140,53,82,2,3,5,12,28,129,144,72,83,2,2.3,3.25,3.2
5,2,3,15,9,121,141,66,80,3,2,5,15,20,111,159,61,88,0,1.53,3.8,7.0
1,5,4,7,14,114,113,60,64,3,4,3,13,9,109,102,53,57,1,2.4,3.25,3.0
2,4,4,15,23,138,152,74,97,6,2,2,21,10,118,71,70,38,2,6.5,4.0,1.53
6,2,2,19,9,121,75,73,38,1,4,5,12,23,138,149,72,94,1,1.22,5.5,17.0
4,4,2,13,10,116,87,73,49,5,4,1,21,5,176,103,99,48,1,2.4,3.25,3.0
7,1,2,26,7,172,104,100,59,2,5,3,12,18,96,150,51,83,1,1.14,6.5,15.0
1,4,5,14,23,130,142,70,91,0,5,5,10,21,113,141,66,82,1,1.8,3.6,4.5
3,1,6,13,17,124,124,65,63,2,3,5,13,19,105,163,57,88,0,2.5,3.25,2.88
4,4,2,19,7,173,102,96,47,3,3,4,12,10,116,94,59,52,1,1.57,3.75,6.5
3,0,7,6,20,77,150,50,91,5,3,2,13,8,102,89,64,52,0,5.5,3.6,1.67
5,3,2,14,7,125,135,66,76,7,2,1,23,10,132,77,84,41,0,3.2,3.25,2.3
1,5,4,7,14,110,112,56,65,2,3,5,11,27,136,141,78,78,1,1.95,3.4,4.0
6,3,1,24,10,186,87,97,49,6,4,0,13,7,88,159,50,74,1,1.22,6.0,15.0
2,5,3,15,17,130,117,67,74,1,3,6,10,21,104,138,52,69,1,1.67,3.6,5.5
6,3,1,11,8,88,157,51,77,4,4,2,12,6,158,100,87,48,0,3.1,3.25,2.38
0,4,6,7,19,117,142,67,80,6,3,1,26,10,199,71,105,42,2,13.0,5.0,1.29
3,3,4,12,11,113,104,60,57,4,4,2,9,6,114,134,55,75,2,2.7,3.2,2.7
1,5,4,10,21,88,168,47,94,3,1,6,5,16,75,145,48,88,0,2.25,3.25,3.25
5,3,2,11,6,98,86,61,50,2,4,4,14,18,131,133,67,83,1,1.44,4.33,7.5
2,4,4,13,18,101,168,54,90,2,5,3,9,12,116,117,60,69,0,2.1,3.3,3.6
2,3,5,12,25,141,133,83,74,3,5,2,17,14,130,104,69,66,2,3.0,3.3,2.38
7,3,0,23,7,139,78,89,38,7,1,2,27,7,179,101,104,58,2,2.6,3.25,2.8
5,3,2,21,16,117,105,58,53,2,2,6,10,18,117,128,62,64,1,1.29,5.0,13.0
1,3,6,10,21,95,139,49,68,2,3,5,8,13,91,120,48,64,0,2.0,3.4,3.8
1,5,4,9,20,84,165,43,88,6,3,1,24,11,192,72,100,42,0,13.0,5.0,1.29
2,3,5,9,13,120,106,64,60,2,2,6,9,17,118,131,63,64,1,1.67,3.5,6.0
2,4,4,14,18,120,131,60,78,3,2,5,9,12,122,114,66,66,0,2.25,3.3,3.25
0,3,7,7,20,111,148,64,83,2,4,4,10,15,92,164,50,86,1,2.6,3.25,2.8
0,6,4,7,19,83,181,39,96,6,2,2,21,14,121,105,58,51,1,5.5,3.4,1.73
5,3,2,11,6,102,78,60,43,4,5,1,16,11,135,106,73,63,1,1.83,3.5,4.33
7,1,2,26,7,178,99,101,53,2,2,6,9,17,116,136,64,70,1,1.13,8.5,23.0
2,4,4,7,11,88,110,47,61,2,5,3,9,12,113,117,60,71,1,2.3,3.1,3.4
0,4,6,9,21,96,134,53,68,2,2,6,11,25,132,136,75,78,0,2.0,3.4,3.8
4,4,2,12,6,156,100,82,50,5,3,2,10,5,113,138,55,77,0,2.1,3.3,3.6
5,4,1,11,9,97,166,55,84,3,2,5,7,14,84,130,49,78,1,1.8,3.4,5.0
5,4,1,22,12,206,74,106,42,6,3,1,22,10,145,84,88,39,1,1.8,3.6,4.5
2,3,5,8,12,113,122,65,72,1,3,6,6,16,103,159,58,89,1,1.73,3.5,5.25
6,1,3,21,15,121,105,62,52,2,4,4,13,17,132,126,69,75,1,1.44,4.2,8.0
2,2,6,8,18,103,145,57,70,0,5,5,10,21,98,132,57,64,0,2.4,3.25,3.0
2,3,5,11,17,135,119,76,70,2,4,4,9,11,94,105,55,58,0,2.2,3.3,3.4
5,3,2,20,11,152,87,89,39,6,2,2,12,6,96,75,53,43,1,2.1,3.3,3.6
5,3,2,9,4,111,143,56,75,7,1,2,27,7,181,95,98,51,0,4.2,3.5,1.91
2,4,4,9,15,113,117,61,71,1,5,4,8,19,83,181,40,100,1,1.83,3.5,4.5
4,5,1,16,10,129,106,68,60,6,4,0,23,10,205,75,103,40,1,5.0,3.6,1.73
1,4,5,6,14,103,156,56,80,5,4,1,12,10,99,170,58,87,1,2.25,3.3,3.25
3,2,5,8,15,88,132,52,81,4,4,2,10,4,165,95,86,49,1,4.2,3.4,1.91
2,4,4,10,12,97,110,57,65,6,1,3,21,14,116,106,58,51,0,3.1,3.2,2.38
1,4,5,11,18,135,120,77,72,2,4,4,12,17,126,122,64,68,0,2.3,3.25,3.2
6,2,2,20,10,146,88,86,43,0,6,4,11,21,97,128,54,65,1,1.22,6.0,15.0
5,4,1,16,9,121,101,67,54,7,2,1,28,7,177,97,95,52,1,4.5,3.6,1.8
1,3,6,7,19,106,138,59,64,2,5,3,11,11,100,107,58,60,2,2.38,3.25,3.1
2,4,4,8,10,105,147,59,73,1,5,4,8,17,85,188,43,104,1,1.75,3.6,4.75
3,2,5,7,14,84,125,45,75,6,3,1,21,9,194,72,95,38,2,12.0,5.0,1.3
4,4,2,7,5,108,150,56,80,1,3,6,6,17,99,166,53,97,1,1.36,4.5,10.0
3,3,4,10,15,119,115,62,68,2,4,4,9,14,122,118,56,63,1,1.95,3.25,4.33
3,2,5,10,11,117,122,71,67,4,4,2,9,10,98,165,53,90,1,2.1,3.25,3.75
6,1,3,19,12,111,102,55,48,6,2,2,11,5,99,79,57,44,0,2.4,3.3,3.0
1,5,4,9,15,127,118,71,63,4,4,2,10,4,157,100,80,50,2,3.75,3.5,2.0
6,2,2,26,10,176,104,91,58,3,4,3,11,9,111,138,64,67,1,1.2,6.5,15.0
3,4,3,9,12,91,162,50,89,1,4,5,7,16,124,117,70,70,1,1.91,3.3,4.33
1,4,5,6,16,109,121,51,64,2,2,6,6,16,92,114,49,67,1,2.0,3.3,4.0
1,2,7,7,21,102,169,55,99,1,2,7,7,20,112,136,65,62,2,2.0,3.4,3.8
6,3,1,21,8,180,76,89,42,6,2,2,19,9,106,89,51,43,2,1.44,4.33,7.5
3,4,3,11,10,100,111,60,64,6,2,2,19,10,144,88,87,45,2,5.0,3.6,1.73
5,3,2,9,4,93,75,52,40,4,3,3,12,13,123,112,65,69,1,1.36,4.75,9.0
0,5,5,10,22,87,135,49,69,3,2,5,9,12,118,115,70,69,0,2.2,3.2,3.5
4,4,2,10,4,151,99,85,52,6,3,1,16,7,122,87,67,46,1,2.0,3.4,4.0
6,2,2,19,11,142,85,86,45,1,1,8,7,22,108,165,60,95,1,1.14,7.5,21.0
3,4,3,10,9,112,127,62,64,2,3,5,6,15,114,112,55,61,2,1.8,3.5,4.5
2,2,6,6,14,94,118,52,67,7,2,1,29,7,172,104,96,55,2,10.0,5.0,1.33
6,2,2,16,8,117,98,70,54,1,4,5,8,20,83,194,39,107,1,1.36,4.5,10.0
1,4,5,6,15,127,115,67,68,6,3,1,11,3,98,73,55,41,1,6.5,3.8,1.57
2,2,6,8,19,118,129,67,62,3,4,3,8,11,88,165,49,87,2,2.38,3.25,3.1
0,6,4,10,20,84,127,49,66,3,2,5,6,14,113,118,56,62,1,2.1,3.25,3.75
1,1,8,8,23,106,173,59,94,3,4,3,12,12,91,111,58,67,0,2.5,3.3,2.88
4,3,3,9,11,96,157,54,88,7,1,2,20,8,123,95,76,52,0,3.0,3.25,2.4
3,2,5,6,16,108,116,52,60,2,3,5,6,14,125,118,63,68,1,2.1,3.3,3.6
1,1,8,8,23,101,170,55,92,1,2,7,4,15,94,123,46,67,2,2.25,3.3,3.3
6,2,2,22,11,183,78,96,43,3,3,4,10,10,124,122,65,65,1,1.22,6.0,15.0
1,4,5,9,22,84,194,41,108,6,2,2,18,11,148,83,87,44,2,7.5,4.5,1.4
3,5,2,13,11,92,109,58,64,4,4,2,11,7,115,147,59,81,0,3.3,3.25,2.25
4,4,2,10,5,157,100,92,53,4,3,3,13,13,122,117,63,73,1,1.44,4.33,7.5
7,2,1,27,6,168,104,91,55,3,2,5,9,12,106,121,65,73,1,1.22,6.0,15.0
1,6,3,11,16,89,123,51,63,6,2,2,19,8,103,105,52,51,0,3.6,3.4,2.1
5,3,2,9,4,95,79,48,43,1,2,7,7,21,115,132,69,65,1,1.25,5.5,13.0
2,3,5,6,13,127,103,64,58,3,5,2,9,7,114,145,60,82,2,3.6,3.3,2.1
7,1,2,18,10,160,81,91,41,2,3,5,9,14,115,133,62,73,1,1.25,5.75,13.0
3,5,2,10,8,115,142,62,83,2,2,6,6,14,95,131,47,68,0,1.4,4.33,9.0
6,2,2,20,10,112,90,71,47,4,2,4,8,12,109,109,54,53,1,1.53,3.8,7.0
1,2,7,8,23,111,142,65,72,1,4,5,9,21,79,193,37,106,1,2.2,3.2,3.5
3,6,1,13,10,93,110,58,64,5,3,2,13,6,165,95,98,54,2,3.6,3.3,2.1
1,6,3,11,16,91,124,52,68,4,3,3,11,13,92,143,54,87,1,2.2,3.2,3.5
1,3,6,5,15,117,112,56,64,1,1,8,9,23,111,153,57,79,1,1.73,3.6,5.0
4,2,4,13,15,124,117,67,72,7,1,2,26,12,178,71,99,41,0,7.5,4.33,1.44
3,2,5,8,13,111,136,67,81,5,3,2,18,9,104,110,55,55,2,3.1,3.25,2.38
7,2,1,25,6,178,101,94,54,5,3,2,12,5,106,75,51,39,1,1.67,3.75,5.5
2,3,5,9,14,120,121,64,69,2,3,5,8,13,91,130,45,66,2,1.8,3.6,4.5
3,6,1,12,7,119,130,62,75,2,5,3,12,15,89,124,53,71,0,1.53,3.8,7.0
