odds-home,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-opposition-shots,home-shots-on-target,home-opposition-shots-on-target,odds-draw,odds-away,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-opposition-shots,away-shots-on-target,away-opposition-shots-on-target,result
2.3,3,1,6,10,20,124,149,72,87,3.4,3.4,3,2,5,12,13,114,140,57,84,H
1.95,3,3,4,16,21,122,122,74,63,3.6,4.33,1,6,3,5,14,84,129,45,71,H
5.0,3,3,4,16,17,103,176,54,94,4.0,1.75,5,2,3,26,13,169,104,97,67,A
2.0,4,3,3,11,10,117,129,57,70,3.6,4.0,3,4,3,10,12,105,150,57,86,H
2.63,1,6,3,4,13,84,128,47,69,3.3,2.9,3,2,5,10,14,101,142,54,78,D
3.3,3,1,6,13,21,70,153,34,86,3.6,2.25,3,4,3,16,15,143,86,81,51,A
2.1,1,2,7,6,16,93,122,41,70,3.4,4.0,3,2,5,15,17,105,169,55,93,A
4.1,3,2,5,12,14,114,144,58,87,3.7,1.95,6,1,3,19,11,163,93,98,48,A
1.36,5,2,3,20,13,154,118,93,73,5.0,11.0,2,3,5,12,14,108,130,61,65,H
1.36,5,2,3,25,14,158,108,93,69,5.5,9.0,3,1,6,11,20,124,157,72,95,D
2.1,4,1,5,14,17,115,116,64,63,3.5,3.8,5,3,2,13,10,104,138,49,72,H
2.38,2,4,4,11,15,116,136,63,80,3.4,3.25,3,3,4,14,21,126,120,74,64,D
2.2,5,3,2,14,11,160,76,98,40,3.4,3.6,5,3,2,14,10,130,106,77,69,D
2.3,9,1,0,20,3,122,114,76,63,3.5,3.3,6,2,2,17,7,155,85,90,41,A
1.25,7,1,2,21,10,165,93,100,44,6.5,14.0,1,6,3,6,15,84,135,53,74,H
2.3,4,2,4,18,17,100,164,53,91,3.3,3.5,4,3,3,11,10,99,141,47,72,D
1.44,4,4,2,14,11,132,111,76,68,4.75,8.0,2,4,4,12,16,118,136,64,82,H
8.0,2,1,7,10,21,71,154,30,84,4.75,1.45,5,3,2,24,12,165,103,100,63,D
1.91,4,3,3,16,13,148,75,82,44,3.75,4.2,3,2,5,11,17,125,158,72,93,D
1.95,5,0,5,15,17,126,109,70,63,3.5,4.5,1,3,6,10,16,97,135,50,68,A
7.0,1,2,7,7,15,88,122,38,69,3.9,1.6,8,1,1,17,5,124,116,74,65,A
1.75,8,1,1,23,9,163,85,99,41,3.9,5.0,5,3,2,16,11,130,115,78,71,D
4.75,4,3,3,11,10,93,141,45,73,3.8,1.8,5,2,3,18,14,157,114,91,71,A
1.25,6,2,2,16,8,147,97,86,45,6.5,14.0,3,4,3,15,18,135,112,81,57,H
5.5,3,2,5,11,17,109,164,63,98,3.9,1.7,8,1,1,17,4,118,117,67,64,D
5.0,4,3,3,11,11,101,134,52,72,4.0,1.75,7,2,1,18,8,150,88,88,41,A
1.75,1,6,3,7,13,84,128,55,71,3.8,5.25,1,2,7,8,20,72,165,33,89,H
2.25,2,3,5,11,17,117,128,63,79,3.4,3.5,1,2,7,6,14,94,119,40,66,A
3.4,1,3,6,10,14,95,130,52,66,3.4,2.3,5,3,2,16,11,130,111,76,66,H
2.38,3,2,5,12,16,113,138,61,79,3.5,3.1,4,3,3,17,14,149,71,82,41,D
2.25,3,2,5,11,13,119,148,57,86,3.5,3.4,5,0,5,14,18,126,111,69,68,D
2.3,3,3,4,12,14,112,156,62,90,3.5,3.3,3,3,4,14,18,128,108,81,56,H
2.15,4,4,2,19,12,174,105,105,65,3.6,3.6,6,1,3,19,12,151,118,91,75,D
3.25,5,3,2,16,13,163,81,100,44,3.6,2.3,6,2,2,15,8,141,96,81,47,H
1.25,8,1,1,18,5,127,104,72,50,6.75,13.0,4,2,4,17,16,104,147,53,85,H
1.5,4,3,3,14,11,127,112,77,66,4.5,7.5,3,3,4,8,11,95,136,51,75,H
1.29,5,2,3,14,11,132,104,77,55,6.0,12.0,4,3,3,13,11,121,161,69,94,H
2.88,4,1,5,13,18,126,109,68,68,3.6,2.5,4,4,2,19,12,187,100,112,65,A
1.85,4,4,2,16,12,137,74,77,41,3.75,4.6,3,2,5,10,12,102,147,52,85,A
2.25,2,1,7,6,12,96,133,40,71,3.3,3.6,2,5,3,8,13,95,130,60,70,H
3.8,3,3,4,12,17,126,115,80,62,3.6,2.05,6,2,2,18,13,151,86,90,47,D
2.25,8,1,1,17,6,146,85,89,41,3.6,3.3,8,1,1,19,4,126,91,70,45,D
1.36,5,2,3,19,13,147,129,89,79,5.5,9.0,2,3,5,9,15,115,140,62,82,H
2.55,1,1,8,7,20,81,170,37,93,3.5,2.88,2,2,6,11,19,137,124,71,76,D
2.3,4,2,4,16,17,102,147,54,83,3.4,3.4,2,2,6,11,14,99,120,54,63,H
1.73,3,3,4,8,11,86,140,45,77,3.9,5.25,0,2,8,5,19,85,175,39,92,A
2.55,2,4,4,8,14,86,127,51,67,3.3,3.0,5,1,4,19,15,112,132,65,74,A
8.0,2,2,6,11,19,137,123,69,74,4.75,1.44,7,2,1,17,7,150,89,93,44,A
5.25,2,2,6,9,17,108,157,62,94,3.8,1.75,6,1,3,16,12,133,108,80,58,D
1.44,6,2,2,19,14,153,84,90,47,4.75,8.0,4,3,3,14,13,138,80,74,47,H
2.45,4,2,4,12,10,106,152,57,85,3.5,3.0,3,3,4,12,17,121,120,78,65,A
2.38,3,3,4,13,13,112,166,66,97,3.4,3.25,3,1,6,10,22,112,108,56,72,D
1.95,5,3,2,23,10,177,96,110,61,3.6,4.2,5,2,3,12,8,122,110,74,64,D
2.2,7,2,1,19,5,123,95,67,50,3.5,3.5,6,1,3,19,11,154,135,98,85,A
2.1,2,2,6,11,18,96,129,52,73,3.3,4.0,3,1,6,7,11,102,123,42,62,D
1.4,6,1,3,14,10,136,94,83,47,5.0,9.0,4,2,4,14,12,119,144,65,80,H
1.83,4,2,4,13,17,129,122,83,69,3.75,4.75,2,3,5,9,16,104,151,56,93,A
1.95,7,1,2,18,8,157,126,98,76,3.75,4.0,6,2,2,19,14,139,90,81,50,D
4.5,5,1,4,19,15,117,128,69,71,3.8,1.85,6,2,2,16,9,147,126,89,72,A
1.5,5,3,2,12,6,124,116,70,66,4.5,7.5,3,4,3,12,11,108,170,62,101,H
3.9,3,2,5,10,15,97,145,53,82,3.6,2.05,5,4,1,23,8,170,103,104,62,A
1.3,6,2,2,17,6,123,101,65,48,5.75,12.0,2,3,5,8,17,101,151,50,96,H
2.2,2,3,5,9,16,80,132,47,68,3.4,3.6,3,2,5,12,13,135,142,73,75,H
3.4,2,2,6,10,16,137,123,67,73,3.4,2.3,3,2,5,9,20,114,101,55,66,A
4.5,2,2,6,6,11,100,132,39,65,3.6,1.91,5,3,2,19,15,136,96,78,51,A
2.8,2,3,5,12,18,98,122,52,71,3.2,2.8,3,3,4,11,13,135,80,73,47,D
1.4,7,2,1,17,7,145,91,95,43,5.5,8.0,4,2,4,14,16,130,107,84,58,H
6.0,1,2,7,8,19,100,180,48,95,4.33,1.6,7,1,2,14,7,150,101,88,51,A
1.7,7,2,1,18,8,154,123,96,68,4.0,5.5,6,3,1,13,4,136,113,78,59,H
1.25,5,4,1,21,9,157,109,100,67,7.0,12.0,2,2,6,11,16,133,120,65,72,H
1.33,7,1,2,14,7,162,108,97,57,5.5,11.0,2,3,5,11,15,81,129,46,68,A
6.0,3,2,5,7,19,113,98,57,62,4.6,1.55,7,2,1,19,7,140,96,93,45,A
1.75,3,4,3,10,10,139,74,76,47,3.8,5.25,2,2,6,7,12,99,135,40,71,D
1.8,2,3,5,9,14,102,134,49,87,3.8,4.75,2,2,6,10,18,87,158,52,94,A
1.29,5,3,2,18,14,134,94,77,48,6.0,12.0,2,4,4,12,17,93,120,51,74,H
4.5,2,2,6,10,16,126,143,71,77,3.9,1.83,6,2,2,17,7,126,94,66,45,D
1.67,3,4,3,10,10,107,168,58,98,4.0,5.75,1,2,7,8,18,104,193,54,107,H
2.15,3,2,5,12,20,126,119,81,69,3.6,3.6,5,1,4,19,15,124,115,73,65,D
1.44,8,2,0,19,5,139,92,90,42,4.75,8.0,5,2,3,21,16,119,107,70,59,A
1.4,5,4,1,18,9,176,104,113,59,5.0,9.5,2,3,5,8,12,96,136,41,71,H
3.2,3,3,4,14,13,92,128,52,63,3.4,2.4,5,3,2,11,5,134,121,75,63,D
2.3,2,3,5,10,16,87,136,49,89,3.4,3.4,3,1,6,11,16,88,165,54,99,A
4.2,1,3,6,8,17,111,128,53,86,3.5,2.0,5,3,2,18,12,125,108,64,52,A
2.4,2,3,5,15,20,133,130,75,66,3.4,3.2,3,5,2,10,9,133,76,74,47,A
1.2,7,2,1,19,9,149,131,87,73,7.0,21.0,1,3,6,8,16,95,129,49,69,H
1.33,6,1,3,15,10,154,110,90,59,5.5,11.0,3,2,5,7,19,106,97,52,58,H
1.29,7,2,1,19,9,147,123,78,66,5.5,10.0,5,2,3,22,16,110,113,67,59,H
4.0,4,2,4,20,16,107,110,64,51,3.75,1.95,5,4,1,16,7,192,99,120,54,A
1.57,4,4,2,11,7,142,112,76,54,4.33,6.5,1,3,6,13,20,132,128,70,64,D
3.8,3,1,6,11,16,87,173,53,96,3.5,2.1,7,2,1,18,8,140,92,83,44,A
2.45,1,3,6,7,16,95,133,49,65,3.4,3.1,3,3,4,16,15,97,132,52,62,H
2.3,2,2,6,5,22,97,110,47,65,3.4,3.4,4,4,2,15,10,121,163,58,90,D
1.73,4,4,2,11,9,125,84,69,46,3.8,5.5,2,3,5,9,14,100,126,49,82,D
1.62,6,3,1,16,10,148,85,84,45,4.0,6.5,1,3,6,8,19,119,131,55,87,H
2.45,5,3,2,21,13,123,120,63,57,3.4,3.1,8,2,0,20,8,155,117,77,61,D
1.17,6,1,3,17,11,154,108,84,60,8.5,19.0,2,3,5,6,13,92,128,45,59,H
2.15,2,3,5,4,20,104,103,43,56,3.4,3.75,2,1,7,9,17,94,172,55,92,H
3.0,3,2,5,15,15,103,122,53,55,3.3,2.55,3,5,2,9,9,125,84,63,43,H
2.0,3,5,2,12,9,113,162,51,79,3.4,4.33,3,2,5,9,12,100,153,41,76,A
2.1,7,2,1,17,8,135,104,76,49,3.7,3.6,7,3,0,17,9,155,86,83,48,H
2.63,6,4,0,16,4,189,99,115,45,3.4,2.88,4,4,2,20,13,126,119,60,57,H
2.7,1,3,6,13,20,130,137,67,67,3.4,2.8,1,3,6,8,18,117,135,58,81,A
2.15,4,2,4,19,15,114,99,60,40,3.4,3.8,3,3,4,5,16,123,87,51,47,A
3.4,3,5,2,8,5,153,94,73,42,3.3,2.35,7,3,0,18,7,149,123,74,61,H
2.15,2,1,7,9,17,92,176,54,91,3.5,3.6,1,3,6,12,19,123,135,57,63,D
6.0,4,2,4,10,11,105,147,41,67,4.0,1.65,6,1,3,17,10,157,99,85,55,D
6.0,2,3,5,10,16,93,143,42,85,3.9,1.67,7,2,1,16,7,136,102,75,48,A
1.45,6,3,1,15,9,160,87,80,50,4.75,8.0,4,2,4,16,14,109,120,52,51,H
1.85,2,5,3,7,9,123,92,57,43,3.6,4.75,3,4,3,12,10,112,158,47,72,D
3.5,2,3,5,9,16,118,136,59,75,3.5,2.2,6,4,0,15,3,183,99,108,42,D
1.3,6,3,1,15,8,158,123,69,59,5.75,12.0,2,1,7,9,17,96,173,53,88,H
1.6,6,4,0,17,5,176,106,101,46,4.0,6.5,1,6,3,5,9,126,90,58,41,A
1.85,3,3,4,6,17,120,92,49,45,3.5,5.0,1,4,5,5,14,105,129,45,55,A
2.4,4,1,5,14,14,101,127,44,49,3.4,3.2,3,2,5,17,16,113,110,53,46,A
2.05,1,4,5,12,18,119,136,56,59,3.4,4.2,2,3,5,10,17,103,143,41,84,H
3.3,3,4,3,11,9,112,158,44,66,3.3,2.4,3,5,2,7,5,150,108,68,42,A
1.36,7,2,1,16,7,140,114,74,45,5.25,10.0,4,3,3,9,8,110,146,42,62,H
2.2,5,2,3,16,10,157,102,84,52,3.4,3.6,4,4,2,19,12,130,111,61,53,H
6.5,4,1,5,17,15,114,114,50,44,4.2,1.57,6,2,2,19,8,164,105,82,47,H
2.38,2,4,4,7,12,106,135,46,50,3.3,3.3,3,3,4,11,10,111,153,41,61,H
1.3,4,3,3,18,14,129,119,55,54,5.75,12.0,2,3,5,14,17,124,133,56,53,A
3.2,3,2,5,11,16,120,136,58,67,3.4,2.38,8,1,1,19,8,146,113,76,43,A
2.7,7,2,1,13,6,182,77,81,39,3.3,2.88,7,2,1,15,6,175,104,73,48,D
1.95,4,3,3,10,9,106,153,41,67,3.4,4.5,4,1,5,13,12,108,133,40,46,A
5.5,1,3,6,7,20,102,141,34,79,3.9,1.7,6,3,1,17,6,160,111,91,48,A
1.65,4,4,2,10,7,150,107,67,37,4.0,6.0,3,3,4,8,17,120,96,42,43,H
2.4,2,1,7,10,17,91,198,47,85,3.3,3.3,3,3,4,8,10,103,136,38,59,H
2.45,3,3,4,8,12,104,143,44,48,3.3,3.2,5,1,4,20,14,114,124,49,46,D
1.67,5,2,3,19,10,168,104,79,45,4.2,5.5,5,4,1,13,8,160,114,69,39,H
6.0,0,3,7,7,23,117,148,35,80,4.0,1.65,3,3,4,16,16,133,123,56,53,A
6.5,4,1,5,12,11,97,127,34,41,4.0,1.62,6,3,1,14,7,165,105,64,44,A
2.1,3,4,3,7,8,126,88,52,35,3.5,3.8,3,2,5,12,16,119,125,53,57,H
1.44,7,2,1,12,5,180,82,78,40,4.75,8.5,2,3,5,9,11,112,144,35,53,A
4.9,2,3,5,13,18,125,131,51,55,4.0,1.75,8,1,1,20,9,146,116,73,41,D
1.29,8,1,1,20,9,141,118,65,40,6.0,12.0,4,1,5,13,13,106,137,37,45,H
1.45,4,4,2,13,11,149,120,63,43,4.5,9.0,3,4,3,8,10,96,150,35,47,H
1.57,4,2,4,17,16,136,110,57,42,4.33,6.5,4,4,2,9,5,122,94,52,33,D
4.5,4,2,4,11,14,140,103,51,38,3.9,1.83,7,2,1,15,6,154,131,82,48,D
2.3,2,3,5,7,11,107,140,37,61,3.3,3.5,2,4,4,12,16,120,132,44,52,D
1.62,3,1,6,12,18,129,125,59,53,4.0,6.5,0,3,7,7,19,116,143,33,71,H
5.5,3,3,4,11,9,119,142,34,47,3.8,1.73,6,1,3,22,11,168,103,77,48,A
4.0,4,2,4,14,13,114,123,38,43,3.5,2.05,6,2,2,11,8,187,88,78,39,A
3.4,3,2,5,12,14,117,127,34,45,3.4,2.3,5,3,2,15,12,152,113,65,36,A
1.44,7,2,1,17,8,161,134,81,48,4.75,8.0,2,5,3,12,15,112,120,38,46,H
1.33,4,3,3,18,16,138,113,58,43,5.5,11.0,2,3,5,6,10,105,138,33,59,H
1.62,4,5,1,10,5,130,99,53,34,4.0,6.5,4,1,5,13,13,85,191,40,69,H
2.38,7,2,1,18,7,177,109,65,40,3.4,3.2,6,1,3,24,12,163,94,77,39,H
2.9,0,2,8,6,22,108,146,27,70,3.3,2.63,4,2,4,13,16,143,117,49,42,H
1.75,3,1,6,13,16,133,117,59,43,3.8,5.25,3,2,5,12,12,121,147,33,50,D
1.44,7,1,2,11,6,187,88,78,33,4.75,8.0,3,4,3,9,11,91,154,28,48,H
2.3,8,1,1,21,9,139,119,57,39,3.5,3.3,7,2,1,18,8,159,139,74,43,H
6.5,4,1,5,12,12,76,191,32,61,4.2,1.57,4,3,3,19,17,141,118,54,46,A
2.15,3,3,4,7,10,95,156,29,47,3.4,3.8,1,1,8,7,22,111,147,26,64,H
1.2,5,1,4,23,14,151,95,63,36,7.5,18.0,3,2,5,9,15,129,143,41,49,H
6.0,3,2,5,12,17,149,117,46,43,4.2,1.62,7,2,1,18,7,178,112,61,39,H
3.3,2,3,5,7,11,109,134,35,49,3.3,2.4,5,4,1,11,4,135,95,49,29,D
2.25,3,3,4,12,10,129,134,35,42,3.5,3.4,3,2,5,11,14,119,131,30,41,D
2.5,5,3,2,15,12,144,120,56,37,3.4,3.0,7,1,2,10,5,179,92,69,34,D
2.0,3,2,5,9,12,122,136,30,39,3.5,4.2,3,3,4,9,13,99,184,26,64,H
1.29,6,2,2,16,8,171,111,53,38,6.0,12.0,3,4,3,10,10,113,127,32,41,D
6.5,1,0,9,6,21,107,128,29,47,4.0,1.62,5,4,1,14,10,136,116,48,33,D
1.25,6,2,2,17,10,144,141,58,47,6.5,15.0,3,1,6,10,15,83,182,32,54,H
2.63,2,2,6,6,20,124,158,35,53,3.3,2.9,2,4,4,8,8,125,125,27,37,H
1.62,5,4,1,11,4,134,97,44,29,3.8,7.0,4,2,4,8,10,109,146,25,41,H
2.35,5,2,3,17,13,139,118,50,44,3.5,3.2,8,1,1,22,9,142,124,61,41,H
9.0,1,1,8,7,22,114,149,23,47,5.0,1.4,6,1,3,28,11,166,90,67,30,H
2.0,3,2,5,12,12,129,117,54,35,3.4,4.33,2,3,5,7,11,111,133,35,44,D
1.57,6,2,2,9,5,172,94,56,31,4.33,6.5,4,2,4,14,16,157,121,52,42,A
1.62,8,1,1,21,7,136,120,59,39,4.2,6.0,5,4,1,14,5,142,96,49,30,H
3.0,5,4,1,12,8,132,117,44,33,3.4,2.5,6,2,2,20,10,150,135,57,44,D
3.3,2,1,7,9,19,82,194,32,61,3.3,2.38,3,3,4,14,11,129,108,54,31,A
1.85,4,2,4,9,12,112,139,25,43,3.5,5.0,1,1,8,6,20,111,126,28,47,A
1.8,5,2,3,15,12,160,132,55,45,3.8,4.75,3,1,6,7,19,131,151,39,51,H
2.15,2,4,4,10,13,107,124,34,39,3.3,3.9,2,1,7,8,21,99,168,22,50,H
6.0,1,4,5,7,11,119,128,27,42,4.2,1.62,5,3,2,16,10,166,115,55,39,A
6.0,3,3,4,9,13,95,183,27,66,4.0,1.65,5,2,3,14,12,129,111,45,40,D
1.7,5,1,4,24,12,170,90,60,31,4.0,5.5,5,2,3,8,6,186,97,68,32,H
2.15,3,5,2,12,11,113,137,34,46,3.4,3.8,3,2,5,8,11,130,128,32,37,D
2.0,3,3,4,9,11,138,124,36,38,3.4,4.33,2,0,8,7,22,102,168,22,49,D
6.5,2,4,4,8,13,100,183,25,66,4.0,1.62,8,1,1,20,6,127,114,56,36,A
1.62,5,4,1,15,11,128,121,48,36,4.0,6.25,2,4,4,10,12,110,121,34,37,H
2.05,6,1,3,17,13,165,136,60,46,3.5,4.0,3,5,2,14,13,117,130,36,45,H
2.0,3,1,6,8,20,128,166,37,55,3.4,4.33,2,1,7,6,18,106,127,25,44,H
1.91,1,3,6,7,14,121,132,27,50,3.5,4.6,2,1,7,9,18,75,197,28,59,H
1.57,5,3,2,17,9,171,116,60,37,4.2,6.5,5,3,2,13,6,135,97,47,31,H
6.5,3,2,5,8,13,121,135,26,41,4.0,1.62,5,3,2,22,13,156,136,61,53,H
1.29,6,1,3,28,9,169,94,65,30,6.0,13.0,4,3,3,16,11,143,98,54,29,H
2.8,4,2,4,7,12,180,105,68,37,3.5,2.63,5,2,3,16,14,132,117,47,40,D
3.25,1,1,8,3,18,102,127,22,45,3.3,2.4,2,3,5,10,13,135,127,39,45,H
1.2,8,1,1,22,6,130,110,57,36,7.5,17.0,4,2,4,11,12,126,132,28,39,H
5.8,2,1,7,9,20,82,196,26,62,3.9,1.67,4,3,3,9,13,176,101,68,35,A
1.29,4,3,3,22,16,155,138,60,53,6.0,12.0,3,1,6,8,20,123,168,36,56,H
1.73,5,3,2,18,15,130,117,46,39,3.75,5.5,6,3,1,19,11,137,121,57,38,A
1.7,5,3,2,14,8,133,98,46,34,3.8,5.75,3,4,3,9,10,134,126,37,38,A
2.1,1,4,5,9,16,99,134,32,49,3.4,4.0,2,3,5,8,16,106,185,28,69,D
6.5,2,1,7,6,19,99,164,21,47,4.33,1.55,6,2,2,20,10,179,112,63,35,A
2.2,3,3,4,14,14,140,110,54,35,3.5,3.5,6,1,3,18,14,155,147,57,45,H
6.0,3,5,2,15,13,121,132,36,47,4.2,1.62,6,1,3,29,9,179,96,66,32,A
2.8,2,1,7,4,16,108,119,27,40,3.3,2.75,2,3,5,7,15,110,184,29,66,H
1.29,5,2,3,25,15,171,135,67,50,6.0,12.0,2,2,6,10,14,140,122,40,45,H
1.53,4,3,3,16,16,129,128,45,43,4.33,7.0,5,1,4,16,16,152,150,52,49,A
5.25,5,2,3,16,11,139,98,50,36,3.8,1.75,7,0,3,32,11,184,97,68,30,D
6.5,1,4,5,9,16,105,138,31,49,4.2,1.57,7,2,1,24,12,176,113,63,33,H
4.5,2,1,7,8,20,94,169,22,46,3.6,1.91,4,3,3,9,14,171,113,66,40,A
1.8,3,4,3,16,15,121,135,33,50,3.75,5.0,3,1,6,9,23,133,173,40,61,A
1.7,8,1,1,21,5,136,100,58,36,3.8,5.75,6,3,1,19,11,141,117,56,39,D
2.75,2,0,8,9,21,86,202,30,63,3.3,2.8,4,4,2,11,10,130,130,39,39,H
1.75,4,2,4,15,12,136,112,51,33,3.75,5.5,4,1,5,10,13,115,142,25,44,D
2.63,2,3,5,7,16,114,174,31,59,3.4,2.88,2,4,4,13,17,134,136,41,53,H
1.18,6,2,2,24,15,165,118,59,35,8.0,19.0,3,1,6,6,14,118,114,31,35,H
1.36,5,4,1,17,10,143,119,56,43,5.0,10.5,3,0,7,11,19,104,186,39,55,H
2.3,3,2,5,8,12,112,138,22,44,3.3,3.5,2,4,4,11,15,105,137,31,47,D
1.83,6,1,3,29,11,179,98,66,31,3.75,4.75,7,2,1,19,5,131,103,55,37,H
2.4,6,1,3,15,13,146,146,53,48,3.4,3.2,4,3,3,16,12,142,101,47,34,D
1.95,2,2,6,9,15,139,144,40,50,3.6,4.33,2,1,7,9,19,98,178,26,47,D
5.25,3,4,3,10,12,124,140,37,48,3.8,1.75,4,3,3,15,13,123,119,46,41,A
2.88,4,1,5,11,22,129,183,42,69,3.3,2.7,3,3,4,14,13,132,112,46,34,D
2.5,4,3,3,10,15,164,118,59,44,3.4,3.0,6,2,2,29,15,193,131,71,44,A
3.25,3,1,6,7,14,120,118,36,39,3.4,2.38,6,2,2,14,11,147,136,52,44,A
9.5,3,0,7,11,21,111,186,37,58,5.25,1.36,7,1,2,33,11,181,102,66,33,A
1.2,6,2,2,31,14,199,117,75,39,7.5,16.0,2,3,5,6,15,103,177,30,56,H
1.36,5,3,2,17,11,123,124,45,43,5.25,10.0,2,3,5,9,14,132,154,37,54,H
2.3,2,5,3,11,14,108,142,32,48,3.25,3.5,2,4,4,7,13,133,134,39,46,H
2.05,2,2,6,8,16,94,174,27,43,3.5,4.0,3,2,5,11,23,137,185,42,70,D
1.95,1,4,5,11,17,134,133,39,50,3.5,4.5,2,3,5,7,12,116,131,24,41,D
2.55,3,4,3,15,13,138,109,47,39,3.3,3.0,4,2,4,9,19,161,128,55,49,A
3.0,3,4,3,14,12,132,118,45,33,3.4,2.5,5,4,1,18,9,147,120,56,40,A
2.38,6,2,2,20,10,133,115,57,41,3.4,3.25,7,1,2,25,15,170,116,61,36,D
1.91,2,3,5,8,15,129,140,39,47,3.5,4.5,3,1,6,6,14,118,118,38,38,A
3.3,2,3,5,6,16,105,184,31,53,3.3,2.38,2,4,4,15,16,138,105,48,35,A
1.33,6,2,2,22,14,161,109,57,35,5.5,10.0,3,4,3,15,12,128,120,41,35,H
1.36,6,4,0,19,7,155,121,58,37,5.25,9.5,2,3,5,7,14,106,175,29,42,A
7.0,2,3,5,8,13,116,127,26,40,4.2,1.55,5,3,2,18,11,131,122,47,42,A
1.75,7,1,2,34,12,186,108,70,34,4.2,4.6,6,2,2,31,14,213,116,75,40,H
1.75,6,2,2,15,10,140,137,48,46,3.8,5.25,3,5,2,13,14,104,147,31,50,H
2.05,3,3,4,10,20,137,181,44,66,3.5,4.0,2,0,8,12,25,114,187,40,65,A
1.53,5,2,3,12,18,160,124,54,49,4.33,7.0,1,4,5,11,17,136,125,38,48,D
6.5,1,3,6,7,17,120,161,33,58,4.0,1.62,6,2,2,19,9,126,116,54,41,A
3.0,2,3,5,8,14,124,139,41,48,3.3,2.55,2,4,4,11,13,122,133,36,41,D
2.38,2,3,5,5,15,101,175,28,52,3.25,3.4,3,3,4,8,10,113,187,34,45,D
2.05,2,3,5,9,14,124,126,30,38,3.4,4.1,2,0,8,10,25,120,185,41,64,H
1.13,7,1,2,33,12,190,109,67,37,9.5,29.0,4,1,5,6,10,116,119,41,36,H
6.5,3,3,4,10,18,137,176,41,62,4.2,1.57,6,2,2,20,12,132,121,46,40,A
2.38,1,3,6,7,17,121,174,36,57,3.4,3.25,1,4,5,12,18,131,136,37,48,D
2.2,6,2,2,19,13,160,104,57,33,3.5,3.5,6,1,3,30,14,202,122,73,42,H
1.83,5,4,1,17,7,167,125,61,42,3.7,4.75,3,3,4,17,15,131,102,47,30,H
4.0,7,1,2,18,9,153,125,52,42,3.7,2.0,6,2,2,18,9,135,116,51,40,A
1.44,4,3,3,11,19,167,116,51,51,4.33,8.0,3,4,3,14,19,106,162,31,53,H
1.29,6,2,2,17,9,136,114,52,39,6.0,13.0,2,3,5,7,17,111,165,31,51,H
2.38,4,1,5,6,9,112,132,41,36,3.3,3.3,3,2,5,10,19,121,177,35,61,D
2.5,2,0,8,10,29,124,186,43,71,3.3,3.1,1,3,6,10,20,122,186,38,59,H
1.3,5,1,4,27,15,192,118,70,44,6.0,11.0,3,3,4,15,13,135,116,39,34,H
1.8,6,2,2,18,10,120,126,44,39,3.8,4.75,4,3,3,13,19,172,108,52,48,A
4.0,2,3,5,16,17,123,110,43,34,3.5,2.05,6,2,2,19,13,159,97,58,31,A
4.0,3,4,3,12,19,98,163,27,55,3.3,2.1,5,4,1,17,8,161,123,61,41,D
2.15,2,4,4,8,11,126,187,39,48,3.4,3.75,2,4,4,9,13,117,141,41,47,A
5.75,2,4,4,12,14,129,125,34,40,4.25,1.62,8,1,1,33,10,198,106,65,37,A
2.6,1,5,4,14,17,138,134,41,47,3.4,2.88,7,1,2,17,8,148,128,51,43,H
2.0,1,3,6,6,19,110,183,30,54,3.5,4.1,1,2,7,11,22,116,208,37,68,A
1.4,5,4,1,18,9,169,117,64,39,5.0,9.0,3,3,4,11,13,122,163,39,56,H
2.2,3,0,7,11,27,139,187,48,70,3.3,3.75,2,4,4,8,11,134,175,39,51,A
6.5,2,3,5,14,15,120,124,37,39,4.0,1.6,7,2,1,22,11,157,94,61,25,A
1.57,5,2,3,16,11,126,120,46,37,4.0,7.0,2,4,4,14,16,134,130,35,41,H
1.83,2,2,6,15,19,125,112,43,36,3.7,4.75,1,5,4,13,17,142,131,41,46,H
1.36,5,2,3,15,20,165,116,50,53,5.0,10.0,4,2,4,7,8,113,131,41,37,H
5.25,6,1,3,15,9,142,128,46,45,4.0,1.7,8,1,1,29,12,185,114,60,40,A
5.75,3,4,3,12,19,99,169,28,57,4.0,1.67,6,1,3,29,13,197,116,72,37,A
6.0,3,3,4,10,13,122,141,44,44,4.2,1.62,6,2,2,17,9,152,110,51,37,A
1.22,7,2,1,19,9,150,116,53,40,7.0,15.0,3,0,7,12,27,152,165,52,66,H
2.35,4,1,5,7,10,118,126,41,39,3.2,3.5,3,3,4,12,21,106,165,29,60,H
1.22,6,1,3,30,16,178,125,71,40,7.0,15.0,2,3,5,9,15,116,141,43,46,D
1.13,9,1,0,31,11,175,122,62,43,11.0,23.0,1,3,6,6,19,121,176,35,51,H
2.4,2,3,5,8,14,119,174,36,57,3.3,3.25,2,3,5,13,13,120,123,37,37,H
3.2,2,4,4,11,12,139,168,43,52,3.3,2.45,2,2,6,12,18,128,106,41,36,D
3.0,2,2,6,12,19,114,212,36,69,3.4,2.5,5,1,4,14,11,147,111,47,37,A
1.73,8,1,1,22,9,154,93,59,24,3.8,5.5,5,2,3,17,11,137,123,49,37,H
3.25,2,3,5,11,15,130,140,31,43,3.4,2.38,6,2,2,17,19,144,122,40,51,A
